Date	Symbol	Series	Prev Close	Open	High	Low	Last	Close	VWAP	Volume	Turnover	Trades	Deliverable Volume	%Deliverble
5/31/2004	TITAN	EQ	93.6	86.1	94	86.1	90	89.75	90.17	18454	1.66398E+11		12716	0.6891
6/1/2004	TITAN	EQ	89.75	91.2	93	90.05	90.45	90.45	91.66	13842	1.26871E+11		8195	0.592
6/2/2004	TITAN	EQ	90.45	93.6	93.6	90	91.45	90.8	91.46	17565	1.60644E+11		11540	0.657
6/3/2004	TITAN	EQ	90.8	92.5	92.6	90.8	91.5	91.4	91.51	21659	1.98191E+11		11980	0.5531
6/4/2004	TITAN	EQ	91.4	89.9	92.5	88	90.5	89.85	89.66	22437	2.0116E+11		15685	0.6991
6/7/2004	TITAN	EQ	89.85	92	93.5	90.5	91.8	91.2	91.92	21195	1.94822E+11		11932	0.563
6/8/2004	TITAN	EQ	91.2	91.55	92	89.5	90.05	90.4	90.59	17591	1.59356E+11		10404	0.5914
6/9/2004	TITAN	EQ	90.4	90	92.9	90	92.9	92.25	91.85	22979	2.11069E+11		16190	0.7046
6/10/2004	TITAN	EQ	92.25	92	94.75	90.2	90.75	91.3	92.19	34298	3.16182E+11		21620	0.6304
6/11/2004	TITAN	EQ	91.3	94	97.5	88.3	88.75	89.35	93.14	184851	1.72178E+12		61364	0.332
6/14/2004	TITAN	EQ	89.35	90.5	90.5	86.55	87	87.3	88.31	40298	3.55869E+11		19629	0.4871
6/15/2004	TITAN	EQ	87.3	87	89	87	88.25	87.85	87.9	20402	1.79331E+11		10438	0.5116
6/16/2004	TITAN	EQ	87.85	89.25	91	87.8	90	89.95	88.75	25690	2.27999E+11		17977	0.6998
6/17/2004	TITAN	EQ	89.95	90	91	89.5	89.6	90.3	90	27045	2.43399E+11		17254	0.638
6/18/2004	TITAN	EQ	90.3	88.1	91.9	88.1	91	90.75	90.22	29935	2.70076E+11		20788	0.6944
6/21/2004	TITAN	EQ	90.75	90.05	94.45	88.5	89	89.65	92.2	48461	4.46816E+11		9379	0.1935
6/22/2004	TITAN	EQ	89.65	90	90.5	88.7	89.8	89.85	89.68	11159	1.00074E+11		7547	0.6763
6/23/2004	TITAN	EQ	89.85	88.4	90	86.5	87.05	87.15	88.21	19223	1.69561E+11		13486	0.7016
6/24/2004	TITAN	EQ	87.15	88.4	92.6	86.5	92.5	91.9	90.37	53047	4.79378E+11		41081	0.7744
6/25/2004	TITAN	EQ	91.9	93	103	91	101	101	98.12	182906	1.79462E+12		89842	0.4912
6/28/2004	TITAN	EQ	101	102	104.5	98	100.1	100.4	101.39	90789	9.20465E+11		33590	0.37
6/29/2004	TITAN	EQ	100.4	103.5	107	99	105.9	104.1	103.56	110284	1.14207E+12		28911	0.2622
6/30/2004	TITAN	EQ	104.1	104	109.5	104	107.2	106.9	106.9	80435	8.59819E+11		40997	0.5097
7/1/2004	TITAN	EQ	106.9	107.25	109.85	103.5	109.85	108.5	106.66	74319	7.92703E+11		28656	0.3856
7/2/2004	TITAN	EQ	108.5	108	111.5	107.65	108.25	108.95	109.61	90722	9.94428E+11		34235	0.3774
7/5/2004	TITAN	EQ	108.95	109.5	109.5	104	104.2	105.15	107.34	31415	3.37216E+11		14455	0.4601
7/6/2004	TITAN	EQ	105.15	106.7	110.9	105.2	110.9	109.65	108.35	40016	4.33583E+11		27682	0.6918
7/7/2004	TITAN	EQ	109.65	112.25	113.8	92.55	107.65	108.8	109.25	72479	7.91835E+11		38049	0.525
7/8/2004	TITAN	EQ	108.8	109	110.5	98.2	101	100.15	104.93	67087	7.03963E+11		34158	0.5092
7/9/2004	TITAN	EQ	100.15	97.8	104.45	97.8	102	102.4	101.58	63866	6.48768E+11		30009	0.4699
7/12/2004	TITAN	EQ	102.4	105	111.95	103.2	111	110.35	108.29	52880	5.72646E+11		37951	0.7177
7/13/2004	TITAN	EQ	110.35	111	115	110.05	111	110.65	113.13	97934	1.10796E+12		52210	0.5331
7/14/2004	TITAN	EQ	110.65	110.05	112.5	109.05	112.5	111.35	111.21	32879	3.65651E+11		17835	0.5424
7/15/2004	TITAN	EQ	111.35	113	113.95	111	113.95	113.15	112.31	31071	3.48972E+11		21655	0.697
7/16/2004	TITAN	EQ	113.15	111	115.85	111	113.25	114.15	114.16	72163	8.23825E+11		44584	0.6178
7/19/2004	TITAN	EQ	114.15	114.8	121.5	114.35	116.9	116.55	118.02	187640	2.21461E+12		94441	0.5033
7/20/2004	TITAN	EQ	116.55	120	120	116.1	116.8	117.25	118.08	68797	8.12368E+11		28299	0.4113
7/21/2004	TITAN	EQ	117.25	118.5	118.9	115.2	117.85	116.85	117.53	41223	4.84489E+11		24304	0.5896
7/22/2004	TITAN	EQ	116.85	118	119.5	116.8	118	117.45	117.98	68940	8.13363E+11		41945	0.6084
7/23/2004	TITAN	EQ	117.45	118	118	116.75	117.25	117.45	117.47	35922	4.21991E+11		22455	0.6251
7/26/2004	TITAN	EQ	117.45	115.9	117.5	110.75	116.2	116	115.38	64090	7.39491E+11		23723	0.3702
7/27/2004	TITAN	EQ	116	108	115.25	108	111.25	112.3	113.5	69109	7.84392E+11		38004	0.5499
7/28/2004	TITAN	EQ	112.3	113.9	114.5	109.25	110.1	110.7	111.16	39753	4.41903E+11		24683	0.6209
7/29/2004	TITAN	EQ	110.7	111.9	113.4	108.5	109	108.95	109.75	44907	4.92868E+11		26027	0.5796
7/30/2004	TITAN	EQ	108.95	109.9	112	109.75	111	110.7	110.85	39971	4.43062E+11		27624	0.6911
8/2/2004	TITAN	EQ	110.7	111	112	110.15	110.15	110.65	111.04	25997	2.88662E+11		19195	0.7384
8/3/2004	TITAN	EQ	110.65	111	112	109.4	112	111	110.63	24765	2.7398E+11		17675	0.7137
8/4/2004	TITAN	EQ	111	111.8	121.25	111.8	119.9	119.35	118.63	363113	4.30762E+12		132241	0.3642
8/5/2004	TITAN	EQ	119.35	120.1	123.9	118.15	118.15	118.65	120.73	212494	2.56541E+12		70015	0.3295
8/6/2004	TITAN	EQ	118.65	118.15	119.25	114.45	114.5	115.2	116.83	58012	6.77748E+11		27198	0.4688
8/9/2004	TITAN	EQ	115.2	114	118	112	117.2	116.95	116.07	49126	5.70188E+11		20946	0.4264
